timestamp,alg_goal,exp_type,alg_name,filename,source,reps,use_lazy,init_kappa,k_factor,rand_label,fixdagedges,cutedges,rec_limit,cutedgesseed,diam_apprx,ol_seed,il_seed,eg_sort_scc,avg_time,std,min,max,n,m,exp_name
2024-06-30 11:38:55,SSSP,time,BCF,../data/graphs/big_aug_dfs_2e7.txt,0,1,1,0,1,0,1,1,100,1234,1,1234,12134,0,153010,0,153010,153010,1666668,19999998,kfact_dfs_1_6
2024-07-11 21:45:58,SSSP,time,BCF,../data/graphs/big_aug_dfs_2e7.txt,0,1,1,0,1,0,1,1,100,1234,0,1234,12134,0,133500,0,133500,133500,1666668,19999998,kfact_dfs_1_6
2024-07-11 22:04:22,SSSP,time,BCF,../data/graphs/big_aug_dfs_2e7.txt,0,1,1,0,1,0,1,5,100,1234,0,1234,12134,0,119260,0,119260,119260,1666668,19999998,kfact_dfs_1_6
