timestamp,alg_goal,exp_type,alg_name,filename,source,reps,use_lazy,init_kappa,k_factor,rand_label,fixdagedges,cutedges,rec_limit,cutedgesseed,diam_apprx,ol_seed,il_seed,eg_sort_scc,avg_time,std,min,max,n,m,exp_name
2024-07-09 16:20:56,SSSP,time,GOR,../data/graphs/big_aug_rd1_2e7_v3.txt,0,1,1,0,1,0,1,1,100,1234,0,1234,12134,0,358280,0,358280,358280,2222222,19999986,nbvg_gor_rd1_3_6
2024-07-12 15:26:19,SSSP,time,GOR,../data/graphs/big_aug_rd1_2e7_v3.txt,0,1,1,0,1,0,1,1,100,1234,0,1234,12134,0,333940,0,333940,333940,2222222,19999986,nbvg_gor_rd1_3_6
