timestamp,alg_goal,exp_type,alg_name,filename,source,reps,use_lazy,init_kappa,k_factor,rand_label,fixdagedges,cutedges,rec_limit,cutedgesseed,diam_apprx,ol_seed,il_seed,eg_sort_scc,avg_time,std,min,max,n,m,exp_name
2024-06-14 13:59:54,SSSP,time,GOR,../data/graphs/aug_badbfct10.txt,0,1000,1,0,1,0,1,1,100,1234,0,1234,12134,0,0.019397,0.067592,0.011165,1.9197,39,1111,trends_gor_aug_bfct
2024-06-14 13:59:54,SSSP,time,GOR,../data/graphs/aug_badbfct31.txt,0,310,1,0,1,0,1,1,100,1234,0,1234,12134,0,0.19465,0.16753,0.1226,2.0149,123,11254,trends_gor_aug_bfct
2024-06-14 13:59:54,SSSP,time,GOR,../data/graphs/aug_badbfct100.txt,0,100,1,0,1,0,1,1,100,1234,0,1234,12134,0,1.3347,0.58194,0.74826,3.8314,399,119101,trends_gor_aug_bfct
2024-06-14 13:59:55,SSSP,time,GOR,../data/graphs/aug_badbfct310.txt,0,31,1,0,1,0,1,1,100,1234,0,1234,12134,0,24.67,3.8534,19.292,31.662,1239,1150411,trends_gor_aug_bfct
2024-06-14 14:03:14,SSSP,time,GOR,../data/graphs/aug_badbfct10.txt,0,1000,1,0,1,0,1,1,100,1234,0,1234,12134,0,0.016091,0.002849,0.011657,0.035144,39,1111,trends_gor_aug_bfct
2024-06-14 14:03:14,SSSP,time,GOR,../data/graphs/aug_badbfct31.txt,0,310,1,0,1,0,1,1,100,1234,0,1234,12134,0,0.24064,0.16228,0.1676,2.0978,123,11254,trends_gor_aug_bfct
2024-06-14 14:03:14,SSSP,time,GOR,../data/graphs/aug_badbfct100.txt,0,100,1,0,1,0,1,1,100,1234,0,1234,12134,0,1.7344,0.55331,1.2184,4.646,399,119101,trends_gor_aug_bfct
2024-06-14 14:03:14,SSSP,time,GOR,../data/graphs/aug_badbfct310.txt,0,31,1,0,1,0,1,1,100,1234,0,1234,12134,0,32.456,4.5571,24.603,41.915,1239,1150411,trends_gor_aug_bfct
2024-06-14 14:03:16,SSSP,time,GOR,../data/graphs/aug_badbfct1000.txt,0,10,1,0,1,0,1,1,100,1234,0,1234,12134,0,367.13,62.344,322.58,532.37,3999,11991001,trends_gor_aug_bfct
2024-06-14 14:04:43,SSSP,time,GOR,../data/graphs/aug_badbfct10.txt,0,1000,1,0,1,0,1,1,100,1234,0,1234,12134,0,0.022396,0.069937,0.011661,1.8606,39,1111,trends_gor_aug_bfct
2024-06-14 14:04:43,SSSP,time,GOR,../data/graphs/aug_badbfct31.txt,0,310,1,0,1,0,1,1,100,1234,0,1234,12134,0,0.23082,0.20155,0.1294,2.8952,123,11254,trends_gor_aug_bfct
2024-06-14 14:04:43,SSSP,time,GOR,../data/graphs/aug_badbfct100.txt,0,100,1,0,1,0,1,1,100,1234,0,1234,12134,0,1.2315,0.62781,0.70913,3.7613,399,119101,trends_gor_aug_bfct
2024-06-14 14:04:59,SSSP,time,GOR,../data/graphs/aug_badbfct10.txt,0,1000,1,0,1,0,1,1,100,1234,0,1234,12134,0,0.013452,0.0026661,0.010364,0.033494,39,1111,trends_gor_aug_bfct
2024-06-14 14:04:59,SSSP,time,GOR,../data/graphs/aug_badbfct31.txt,0,310,1,0,1,0,1,1,100,1234,0,1234,12134,0,0.19873,0.20557,0.13579,2.0946,123,11254,trends_gor_aug_bfct
2024-06-14 14:04:59,SSSP,time,GOR,../data/graphs/aug_badbfct100.txt,0,100,1,0,1,0,1,1,100,1234,0,1234,12134,0,1.0777,0.47075,0.6506,3.5232,399,119101,trends_gor_aug_bfct
2024-06-14 14:04:59,SSSP,time,GOR,../data/graphs/aug_badbfct310.txt,0,31,1,0,1,0,1,1,100,1234,0,1234,12134,0,21.744,3.0061,16.131,29.914,1239,1150411,trends_gor_aug_bfct
2024-06-14 14:05:00,SSSP,time,GOR,../data/graphs/aug_badbfct1000.txt,0,10,1,0,1,0,1,1,100,1234,0,1234,12134,0,234.14,25.363,207.79,291.5,3999,11991001,trends_gor_aug_bfct
2024-06-14 14:05:10,SSSP,time,GOR,../data/graphs/aug_badbfct10.txt,0,1000,1,0,1,0,1,1,100,1234,0,1234,12134,0,0.013896,0.0030406,0.010287,0.036057,39,1111,trends_gor_aug_bfct
2024-06-14 14:05:10,SSSP,time,GOR,../data/graphs/aug_badbfct31.txt,0,310,1,0,1,0,1,1,100,1234,0,1234,12134,0,0.19215,0.12308,0.12006,2.0093,123,11254,trends_gor_aug_bfct
2024-06-14 14:05:10,SSSP,time,GOR,../data/graphs/aug_badbfct100.txt,0,100,1,0,1,0,1,1,100,1234,0,1234,12134,0,1.8751,0.91405,0.6928,4.6804,399,119101,trends_gor_aug_bfct
2024-06-14 14:05:11,SSSP,time,GOR,../data/graphs/aug_badbfct310.txt,0,31,1,0,1,0,1,1,100,1234,0,1234,12134,0,22.321,2.5628,18.008,28.646,1239,1150411,trends_gor_aug_bfct
2024-06-14 14:09:56,SSSP,time,GOR,../data/graphs/aug_badbfct10.txt,0,1000,1,0,1,0,1,1,100,1234,0,1234,12134,0,0.014995,0.0033746,0.010364,0.035834,39,1111,trends_gor_aug_bfct
2024-06-14 14:09:56,SSSP,time,GOR,../data/graphs/aug_badbfct31.txt,0,310,1,0,1,0,1,1,100,1234,0,1234,12134,0,0.18514,0.1627,0.13167,1.9864,123,11254,trends_gor_aug_bfct
2024-06-14 14:09:56,SSSP,time,GOR,../data/graphs/aug_badbfct100.txt,0,100,1,0,1,0,1,1,100,1234,0,1234,12134,0,1.0722,0.44221,0.65554,3.4172,399,119101,trends_gor_aug_bfct
2024-06-14 14:09:57,SSSP,time,GOR,../data/graphs/aug_badbfct310.txt,0,31,1,0,1,0,1,1,100,1234,0,1234,12134,0,23.822,3.6124,18.83,32.245,1239,1150411,trends_gor_aug_bfct
2024-06-14 14:09:58,SSSP,time,GOR,../data/graphs/aug_badbfct1000.txt,0,10,1,0,1,0,1,1,100,1234,0,1234,12134,0,247.2,24.098,225.2,314.54,3999,11991001,trends_gor_aug_bfct
2024-06-14 14:10:09,SSSP,time,GOR,../data/graphs/aug_badbfct10.txt,0,1000,1,0,1,0,1,1,100,1234,0,1234,12134,0,0.018296,0.066699,0.009933,1.9183,39,1111,trends_gor_aug_bfct
2024-06-14 14:10:09,SSSP,time,GOR,../data/graphs/aug_badbfct31.txt,0,310,1,0,1,0,1,1,100,1234,0,1234,12134,0,0.19836,0.13328,0.14544,2.0255,123,11254,trends_gor_aug_bfct
2024-06-14 14:10:09,SSSP,time,GOR,../data/graphs/aug_badbfct100.txt,0,100,1,0,1,0,1,1,100,1234,0,1234,12134,0,1.1917,0.53784,0.74085,3.9133,399,119101,trends_gor_aug_bfct
2024-06-14 14:10:09,SSSP,time,GOR,../data/graphs/aug_badbfct310.txt,0,31,1,0,1,0,1,1,100,1234,0,1234,12134,0,21.576,2.2901,17.781,25.921,1239,1150411,trends_gor_aug_bfct
2024-06-14 14:10:10,SSSP,time,GOR,../data/graphs/aug_badbfct1000.txt,0,10,1,0,1,0,1,1,100,1234,0,1234,12134,0,239.18,14.044,225.04,269.85,3999,11991001,trends_gor_aug_bfct
